text,label
"Bitcoin investment opportunity guaranteed 500% returns in 30 days. Minimum investment Rs 10000. Join Telegram group now",1
"Your Amazon Prime is expiring. Renew at http://amazn-prime-renew.xyz to keep all benefits active",1
"Customs alert: Package from USA detained. Pay Rs 3000 duty at http://customs-india-pay.tk to release parcel",1
"IRCTC special offer: Book any train ticket for free this month. Register at http://irctc-free-ticket.ml",1
"Paytm First Games: You won Rs 1 crore! Claim within 1 hour at http://paytm-crore-prize.xyz or it expires",1
"Your SIM card is being used for terrorism. CBI will arrest you in 2 hours. Transfer Rs 50000 to avoid arrest",1
"State Bank of India: Your account will be permanently closed. Click http://sbi-account-save.tk to save it",1
"Dear customer your Airtel prepaid number will expire today. Recharge at http://airtel-recharge-urgent.xyz",1
"Income tax notice: Pay Rs 25000 penalty for undeclared income. Transfer to this account within 24 hours",1
"Your WhatsApp messages are being monitored by police. Pay Rs 5000 to stop surveillance at this UPI ID",1
"Flipkart Big Billion Days: You are selected for 90% discount. Pay Rs 199 membership at http://flipkart-vip.tk",1
"RBI circular: All bank customers must re-link Aadhaar. Complete at http://rbi-aadhaar-link.com or lose account",1
"Your CRED account has been hacked. Verify identity at http://cred-security-verify.xyz to protect your data",1
"Congratulations! KBC lottery winner. Your number selected for Rs 25 lakh. Call 7890123456 to claim winnings",1
"Indian Army recruitment: Selected candidates pay Rs 2000 processing fee at http://army-recruit.tk",1
"Ola cab accident insurance claim of Rs 1 lakh ready. Share bank details and Aadhaar to process payment",1
"TRAI notice: Your mobile number linked to 5 fraud cases. Surrender SIM or pay Rs 15000 fine immediately",1
"Reliance Jio: Free 5G upgrade. Send your Aadhaar and PAN to 9876543210 to activate unlimited 5G data",1
"Your Swiggy account has been compromised. Reset password at http://swiggy-reset-password.ml immediately",1
"PM Kisan Yojana: Rs 6000 annual benefit pending. Register at http://pm-kisan-register.xyz with Aadhaar",1
"SBI credit card reward points expiring today. Call 1800XXXXXX and share card details to redeem instantly",1
"Your daughter involved in accident admitted to hospital. Transfer Rs 75000 emergency fund to this UPI now",1
"Google Play refund of Rs 999 processing. Enter UPI PIN to receive refund in your bank account",1
"Electricity board notice: Outstanding bill of Rs 5000. Pay at http://electricity-pay.tk or supply cut today",1
"Insurance company: Your term plan premium bounced. Policy will lapse. Pay at http://insurance-renew.xyz",1
"FedEx courier: Parcel with illegal substance found. Pay Rs 8000 fine at http://fedex-fine-pay.in or FIR filed",1
"Your Zerodha trading account suspended due to suspicious activity. Reactivate at http://zerodha-restore.ml",1
"HDFC Ergo: Claim Rs 50000 cashless health insurance. Share policy and Aadhaar at http://hdfc-ergo-claim.tk",1
"YouTube Premium free for 1 year! Click http://youtube-premium-free.xyz and enter card details to activate",1
"Punjab National Bank: Suspicious login from unknown device. Verify at http://pnb-login-verify.com now",1
"Work from home opportunity: Earn Rs 30000-50000 monthly. No experience needed. Pay Rs 500 registration fee",1
"Dear customer your IndusInd Bank FD will be auto-closed. Prevent at http://indusind-fd-save.xyz immediately",1
"UIDAI alert: Aadhaar biometrics expiring. Update at nearest center or click http://aadhaar-bio-update.tk",1
"Your Uber account charged Rs 5000 for unknown ride. Dispute at http://uber-dispute.xyz within 24 hours",1
"Telegram earning group: Invest Rs 1000 daily, earn Rs 5000. Guaranteed returns. Join now link below",1
"State government free laptop scheme for students. Register at http://free-laptop-gov.in with college ID",1
"Your Kotak Mahindra Bank card CVV exposed in data breach. Call 9012345678 immediately to block and reissue",1
"WhatsApp gold premium version available! Download at http://whatsapp-gold.tk for exclusive features",1
"Reserve Bank of India: Your account frozen due to money laundering investigation. Unfreeze at http://rbi-unfreeze.com",1
"Dominos free pizza offer! Order any pizza for Rs 1. Claim at http://dominos-free-offer.ml today only",1
"Your HDFC credit card annual fee waiver approved. Confirm by sharing card number and expiry date on call",1
"Digital arrest warrant issued in your name. Pay Rs 1 lakh bail to avoid imprisonment. Call this number now",1
"Passport office: Your passport application rejected. Appeal at http://passport-appeal.xyz with Rs 2000 fee",1
"Binance crypto airdrop: Claim 0.5 BTC free. Connect wallet at http://binance-airdrop.tk before it expires",1
"BSNL fiber connection free installation. Share Aadhaar and address proof to 8765432109 for home delivery",1
"Your PhonePe transaction of Rs 10000 failed. Retry at http://phonepe-retry.ml or money will be lost",1
"Supreme Court notice: Contempt case filed against you. Pay Rs 25000 fine at http://court-fine-pay.in",1
"Amazon warehouse clearance: iPhone for Rs 999. Only 10 left. Buy at http://amazon-clearance.tk now",1
"Your Canara Bank account is under RBI audit. Verify at http://canara-rbi-audit.xyz within 6 hours",1
"JioMart: Selected for free grocery delivery for 1 year. Register at http://jiomart-free.ml with phone number",1
"Indian Post: Undelivered parcel with COD Rs 2000. Pay at http://indiapost-cod.tk or returned to sender",1
"Your car challan of Rs 10000 pending. Pay at http://echallan-pay.xyz or vehicle will be seized tomorrow",1
"Free solar panel government scheme. Apply at http://solar-panel-scheme.tk. Limited slots available",1
"Bank of Baroda: Your cheque of Rs 50000 bounced. Update KYC at http://bob-kyc.xyz to avoid legal action",1
"CBI calling: Your Aadhaar used for money laundering. Transfer Rs 2 lakh to RBI account to clear name",1
"Snapdeal festive sale: 99% off on electronics. Shop at http://snapdeal-festival.ml. Today only offer",1
"Your Vi (Vodafone) SIM blocked due to KYC failure. Reactivate at http://vi-sim-reactivate.xyz",1
"SEBI registered advisor: Earn Rs 1 lakh daily from stock market. Join premium group for Rs 5000",1
"Railway recruitment board: Selected for Group D post. Pay Rs 3000 joining fee at http://rrb-joining.tk",1
"Your dream home loan pre-approved at 3% interest by SBI. Apply at http://sbi-homeloan-3percent.xyz",1
"Export-import license ready. Pay Rs 15000 processing at http://exim-license.com. Earn lakhs monthly",1
"Your PayPal account limited. Verify identity at http://paypal-verify-india.ml or funds will be frozen",1
"Mahatma Gandhi NREGA job card payment of Rs 12000 pending. Verify at http://nrega-payment.tk",1
"Your JEE/NEET rank improved! Check at http://jee-neet-rank.xyz. Admission guaranteed in top colleges",1
"Samsung Galaxy free replacement program. Register at http://samsung-replacement.tk with IMEI number",1
"Pension department: Arrears of Rs 50000 pending. Submit bank details at http://pension-arrears.in",1
"Your Ola Money wallet balance Rs 5000 will expire. Transfer at http://ola-money-save.xyz immediately",1
"SSC recruitment: Pay Rs 1500 exam fee at http://ssc-fee-pay.ml for guaranteed selection in government job",1
"Central government DA arrears Rs 25000 released. Claim at http://da-arrears-claim.tk with PAN and Aadhaar",1
"Your PNB RuPay card selected for international activation. Share CVV and OTP to enable foreign transactions",1
"Meesho seller program: Earn Rs 1 lakh monthly. Join at http://meesho-seller.tk with Rs 999 registration",1
"DGCA notice: Your flight booking cancelled due to security. Refund at http://dgca-refund.xyz with bank details",1
"Your Aadhaar used to open 3 bank accounts. Block all at http://aadhaar-block.ml within 2 hours or face FIR",1
"Indian Oil LPG subsidy of Rs 3000 pending. Claim at http://iocl-subsidy.tk by linking bank account",1
"NSDL e-PAN card ready for download. Pay Rs 500 processing at http://nsdl-pan.xyz to download instantly",1
"Zomato Gold membership free! Click http://zomato-gold-free.ml and enter card details for activation",1
"Your BOB credit card limit increased to Rs 5 lakh. Confirm by sharing complete card details including CVV",1
"NRI returning to India? Park Rs 10 lakh in this scheme and earn Rs 15000 monthly guaranteed tax-free returns",1
"Speed post: Important legal document returned. Redeliver at http://speedpost-redeliver.in with Rs 200 fee",1
"Your OTP for SBI Net Banking is 834521. Do not share this OTP with anyone. Valid for 5 minutes.",0
"HDFC Bank: Your account XX1234 has been credited with Rs 25000.00 on 15-Jul-2026. Available balance: Rs 1,23,456.78",0
"Amazon: Your order #123-4567890 has been shipped and will be delivered by Jul 18. Track at amazon.in/orders",0
"Swiggy: Your order from Dominos is on the way! Estimated delivery in 25 minutes. Track live on the app.",0
"SBI: ATM withdrawal of Rs 5000.00 from your account XX5678 on 14-Jul. If not done by you call 1800112211.",0
"IRCTC: Your PNR 1234567890 for train 12301 DEL-HWH on 20-Jul is CONFIRMED. Coach S1 Seat 42.",0
"PhonePe: You have successfully paid Rs 150.00 to Cafe Coffee Day. Transaction ID: TX123456789.",0
"Zomato: Thanks for your order! Your food from Biryani House will be delivered by 1:30 PM. Order ID: ZOM123.",0
"ICICI Bank: EMI of Rs 8500 for Home Loan account XX9876 has been debited on 05-Jul-2026.",0
"Flipkart: Your refund of Rs 2999 for Order #FK-789 has been processed. It will reflect in 5-7 business days.",0
"Google: Your verification code is 456789. This code expires in 10 minutes. Do not share it with anyone.",0
"Uber: Your ride to Airport is confirmed. Driver Ramesh will arrive in 5 minutes. OTP: 4567.",0
"Airtel: Your prepaid recharge of Rs 599 was successful. Validity: 84 days. Data: 2GB/day.",0
"EPFO: Your PF account XX1234 has been credited with Rs 15000 for the month of Jun 2026.",0
"LIC: Premium reminder - Policy No. 12345678. Premium of Rs 25000 due on 01-Aug-2026. Pay online at licindia.in",0
"IndianOil: Your LPG refill has been booked. Delivery expected between Jul 18-20. Booking ID: IOC123.",0
"BSNL: Your broadband plan of Rs 449 has been renewed successfully. Speed: 100 Mbps. Valid till 14-Aug.",0
"Paytm: Rs 500.00 received from Rajesh Kumar. Your Paytm balance is Rs 2,340.00.",0
"LinkedIn: Koushal you have 5 new profile views this week. See who viewed your profile.",0
"State Bank of India: Your FD of Rs 100000 has been renewed. New maturity date: 15-Jul-2027. Interest rate: 7.1%",0
"CRED: Your credit card bill of Rs 12500 for HDFC card XX4321 is due on 25-Jul. Pay on CRED for rewards.",0
"ALERT: Your SBI credit card ending 9876 has been used for Rs 45000 at Electronics Store Mumbai. Not you? Call 18001234.",0
"BigBasket: Your order BB-456 worth Rs 1250 will be delivered today between 4-6 PM. Enjoy your groceries!",0
"Ola: Your ride with driver Suresh is starting. Estimated fare: Rs 280. Share ride details with family.",0
"Jio Fiber: Your internet plan has been renewed. Speed: 150 Mbps. Monthly charge: Rs 999. Bill date: 1st Aug.",0
"Google Pay: Payment of Rs 200.00 to Sharma Grocery Store was successful. UPI Ref: 123456789012.",0
"DLF Primus: Maintenance charge of Rs 4500 for Jul 2026 has been debited from your account.",0
"Byju's: Your subscription renews on Aug 1. Yearly plan Rs 24999. Manage at byjus.com/account.",0
"WhatsApp: Your security code with Priya changed. Tap to learn more. This could be because they reinstalled WhatsApp.",0
"IRCTC: PNR 9876543210 status - Train 12951 Mumbai Rajdhani - WAITING LIST 5. Chart not prepared.",0
"Zerodha: Your equity order for 10 shares of RELIANCE at Rs 2450 has been executed. Order ID: ZRD789.",0
"NSDL: Your PAN Card application (Ack: 1234567890) has been processed. Card will be dispatched within 15 days.",0
"HDFC Securities: Buy order for 5 shares of TCS at Rs 3850 executed. Demat: XX5678. Settlement: T+1.",0
"Myntra: Your order MYN-1234 for Nike Air Max has been shipped! Expected delivery: Jul 22. Track on app.",0
"Apollo Pharmacy: Your medicine order APL-789 is out for delivery. Pay Rs 450 COD to delivery partner.",0
"Axis Bank: Your salary of Rs 75000 has been credited to account XX4567 on 01-Jul-2026.",0
"MakeMyTrip: Your hotel booking at Taj Palace Delhi confirmed. Check-in: 15-Aug. Booking ID: MMT12345.",0
"BESCOM: Your electricity bill for Jul 2026 is Rs 2350. Due date: 20-Jul. Pay at bescom.karnataka.gov.in",0
"Groww: SIP of Rs 5000 in HDFC Flexi Cap Fund executed for Jul 2026. NAV: 18.45. Units allotted: 271.00",0
"SpiceJet: Your flight SG-1234 DEL-BOM on 20-Jul departs at 10:30 AM. Web check-in open. PNR: ABC123.",0
"SBI Mutual Fund: Your redemption of Rs 25000 from SBI Bluechip Fund has been processed. Credit in 3 days.",0
"Delhivery: Your Flipkart order FKMP-5678 delivered at Front Door. Signed by: Ravi. Rate delivery on app.",0
"Kotak Bank: Minimum balance alert. Your savings account XX3456 balance is Rs 8500. Min required: Rs 10000.",0
"Hotstar: Your Disney+ Hotstar subscription renewed. Rs 1499 charged to card XX5678. Valid till Aug 2027.",0
"IRCTC: Refund of Rs 1200 for cancelled ticket PNR 5678901234 processed. Will reflect in 5-7 working days.",0
"PhonePe: Insurance premium of Rs 8000 for ICICI Pru Policy paid successfully. Policy No: IP-12345.",0
"Urban Company: Your AC service appointment confirmed for Jul 20, 2-4 PM. Technician: Amit. OTP: 3456.",0
"Cleartrip: Flight booking confirmed! AI-302 BOM-DEL 25-Jul. Dep: 6:00 AM. E-ticket sent to email.",0
"Tata Play: Monthly subscription of Rs 350 renewed. Pack: Hindi Mega HD. Next billing: 15-Aug-2026.",0
"Policybazaar: Your car insurance renewal quote ready. ICICI Lombard Rs 8500/yr. View at policybazaar.com.",0
"YES Bank: Your credit card payment of Rs 15000 received. Thank you. Current outstanding: Rs 0.00.",0
"BookMyShow: Your tickets for Pushpa 3 at PVR Phoenix, 7:30 PM, Jul 21 confirmed. Seats: H12, H13.",0
"Nykaa: Your beauty order NK-5678 shipped via Ecom Express. Delivery by Jul 19. Track: nykaa.com/orders.",0
"CIBIL: Your credit score updated to 785 (Good). View full report at cibil.com. Next update: Aug 2026.",0
"Dunzo: Your grocery delivery from DMart is arriving in 15 minutes. Delivery partner: Suresh. OTP: 7890.",0
"Reliance Digital: Your TV installation scheduled for Jul 22, 10 AM-12 PM. Technician will call before arrival.",0
"Punjab National Bank: Your SB account XX8901 interest of Rs 3200 credited for Q1 FY2027.",0
"Meesho: Your order MSH-9012 for Cotton Kurti shipped. Delivery by Jul 23. Track on Meesho app.",0
"RazorpayX: Payout of Rs 45000 to vendor Sharma Enterprises processed. UTR: UTIB20260715000123.",0
"HPCL: Your HP Gas refill booking confirmed. Expected delivery in 3-5 days. Booking ID: HP-7890.",0
"Blinkit: Your order BL-3456 arriving in 10 minutes! Items: Milk, Bread, Eggs. Delivery partner: Rajesh.",0
"Canara Bank: Your RD installment of Rs 2000 for account XX6789 debited for Jul 2026. Total deposits: Rs 24000.",0
"Practo: Dr. Sharma confirmed your appointment for Jul 20 at 3:30 PM. Clinic: Apollo, Connaught Place.",0
"TCS iON: Your assessment for Digital Marketing certification scheduled for Jul 25, 10 AM. Login at tcsion.com.",0
"Upstox: Intraday profit of Rs 2500 on NIFTY 50 options today. Net P&L this week: +Rs 8700.",0
"Vi (Vodafone Idea): Your recharge of Rs 299 successful. Validity: 28 days. Data: 1.5GB/day. SMS: 100/day.",0
"Lenskart: Your eyeglasses order LK-4567 is ready for pickup at Lenskart Store, Sector 18 Noida.",0
"HDFC Life: Your term insurance premium receipt for Policy TL-56789. Amount: Rs 12000. Next due: Jul 2027.",0
"Tata Neu: NeuCoins earned: 500. Total balance: 2300 NeuCoins. Redeem on Tata Neu app for exciting rewards.",0
"BlueSmart: Your ride from IGI Airport T3 has been assigned. EV Cab arriving in 8 mins. Fare estimate: Rs 550.",0
"Rapido: Your bike ride completed. Fare: Rs 75. Paid via UPI. Rate your captain Vijay on the Rapido app.",0
"1mg: Your medicine order TM-8901 dispatched. Delivery by Jul 19. Track at 1mg.com/orders.",0
"FASTag: Toll deducted Rs 85 at Kherki Daula Toll Plaza. FASTag balance: Rs 340. Recharge at your bank app.",0
"SBI Card: Your reward points: 12500. Expiry: Dec 2026. Redeem at sbicard.com/rewards for gift vouchers.",0
"ICICI Prudential: NAV of your Balanced Advantage Fund updated. Current value: Rs 2,45,670. Returns: 12.3% p.a.",0
"Amazon Pay: Cashback of Rs 50 credited for electricity bill payment. Amazon Pay balance: Rs 230.",0
"Bank of Baroda: Your NEFT transfer of Rs 15000 to ICICI Bank account successful. Ref: BARB20260715001.",0
"OYO Rooms: Booking confirmed! OYO Townhouse 123, MG Road Pune. Check-in: Jul 20. Rooms: 1. ID: OYO-45678.",0
"Star Health Insurance: Your claim CLM-12345 for Rs 35000 approved. Amount will be credited in 7 working days.",0
"Central Bank of India: Your locker rent of Rs 3000 for FY2027 debited from account XX2345.",0
"Udemy: Your course 'Python for Data Science' enrollment confirmed. Start learning at udemy.com/my-courses.",0
"Decathlon: Your order DEC-5678 for Cricket Kit shipped. Delivery by Jul 21. Track at decathlon.in/orders.",0
"Federal Bank: Your credit card statement for Jun 2026 generated. Total due: Rs 18500. Min due: Rs 925.",0
"Paytm Mall: Order PTM-9012 for Sony Headphones delivered. If not received, raise complaint within 48 hrs.",0
"IndiGo: Flight 6E-5678 DEL-BLR on Jul 22 is on time. Departure: 14:30 from Terminal 1. Gate: 23.",0
"Bajaj Finserv: EMI of Rs 3500 for Consumer Loan debited. Remaining EMIs: 8. Prepay at bajajfinserv.in.",0
"Samsung: Software update available for Galaxy S24. Version: One UI 7.1. Download in Settings > Software Update.",0
"Indian Bank: Your cheque no. 123456 for Rs 10000 has been cleared. Account XX7890 balance: Rs 45,230.",0
"CashKaro: Cashback of Rs 350 from Myntra purchase tracked. Will be confirmed in 60 days.",0
"Treebo Hotels: Your stay at Treebo Trend Lakeview Udaipur confirmed. Jul 25-27. 2 nights. Amount: Rs 4200.",0
"India Post: Speed Post EE123456789IN dispatched from Delhi GPO. Expected delivery in Bangalore: Jul 22.",0
"Airtel Payments Bank: Savings account interest of Rs 1200 credited for Q1. Balance: Rs 48,500.",0
"Tata Motors: Your Nexon EV service appointment confirmed at Jul 23 10AM. Service Center: Dwarka, Delhi.",0
"Slice: Your virtual card payment of Rs 2500 at Zara successful. Current limit available: Rs 47500.",0
"MedPlus: Your prescription order MP-3456 is ready for pickup. Store: MedPlus Jubilee Hills. Valid: 3 days.",0
"Union Bank: Your PPF account XX5678 annual interest of Rs 8900 credited for FY2026. Balance: Rs 3,45,000.",0
"FirstCry: Your order FC-7890 for Baby Products shipped via BlueDart. Delivery by Jul 20. AWB: 12345678.",0
"IDFC First Bank: Your savings account interest rate revised to 7% p.a. Effective from Aug 1, 2026.",0
"BigBazaar: Loyalty points update. Points earned this month: 450. Total: 3200. Redeem in-store or online.",0
"SBI Life Insurance: Your ULIP policy SL-34567 fund value as of Jul 15: Rs 5,67,890. Growth: 14.2%.",0
"JSW Steel: Dividend of Rs 8.50 per share credited for 100 shares. Total: Rs 850. Demat: CDSL-XX1234.",0
"Manipal Hospital: Your health checkup report ready. Download at manipalhospitals.com/reports. ID: MH-5678.",0
"BHIM UPI: Transaction successful. Rs 3000 sent to ABC Store. UPI Ref: 123456789012345678.",0
"NoBroker: 3 new properties matching your search in Whitefield Bangalore. View at nobroker.in/shortlist.",0
"KVB (Karur Vysya Bank): Your RD maturity of Rs 1,25,000 credited to account XX3456. Thank you for banking.",0
"Jio Cinema: New episodes of Bigg Boss OTT streaming now. Watch exclusively on JioCinema app.",0
"Zomato Gold: Your membership renewed. Valid till Jul 2027. Enjoy unlimited free deliveries and discounts.",0
"ICICI Lombard: Your motor insurance policy IL-78901 renewed. Coverage: Rs 5,00,000. Valid till Jul 2027.",0
"Croma: Your order CR-2345 for LG Washing Machine will be installed on Jul 22 between 2-5 PM.",0
"Bandhan Bank: FD of Rs 200000 booked at 7.5% for 2 years. Maturity: Jul 2028. FD No: BD-56789.",0
"Dream11: Congratulations! You won Rs 5000 in yesterday's cricket match. Withdraw to bank at dream11.com.",0
"Max Life Insurance: Your premium receipt for Policy ML-45678. Amount paid: Rs 35000. Mode: Annual.",0
"Bharatpe: Daily settlement of Rs 12500 credited to your bank account. View transactions at merchant.bharatpe.com.",0
"YES Securities: 10 shares of Infosys purchased at Rs 1850. Brokerage: Rs 20. Total: Rs 18520.",0
"FabIndia: Your order FAB-6789 for Organic Cotton Shirts dispatched. Delivery by Jul 23 via DTDC.",0
"IOB (Indian Overseas Bank): Your cheque book request processed. Will be delivered to registered address in 7 days.",0
"Cure.fit: Your gym session at Cult.fit HSR Layout Bangalore confirmed. Jul 20, 7:00 AM. Trainer: Rahul.",0
"Ather Energy: Your scooter 450X service reminder. Next service due at 5000 km. Book at ather.io/service.",0
"Dmart Ready: Your order DR-9012 for groceries picked. Delivery slot: Jul 20, 6-8 PM. Amount: Rs 2100.",0
"South Indian Bank: Your NRI deposit of Rs 500000 renewed at 7.25% for 1 year. Maturity: Jul 2027.",0
"Boat: Your warranty registered for Boat Airdopes 441. Warranty valid till Jul 2028. Claim at boat-lifestyle.com.",0
"SBI General Insurance: Claim INS-23456 for hospitalization processed. Rs 45000 transferred to hospital.",0
"Zivame: Your order ZIV-3456 for Activewear shipped. Delivery by Jul 21. Free exchange within 15 days.",0
"HDFC ERGO: Your travel insurance for Dubai trip (Jul 25-30) issued. Policy: TE-67890. Coverage: $50000.",0
"Titan Eye+: Your spectacles order TE-7890 is ready. Collect from Titan Eye+ Select Citywalk, Saket.",0
"Aditya Birla Sun Life MF: SIP registered. Rs 3000/month in ABSL Tax Relief 96 Fund. Start: Aug 2026.",0
"Cleartrip: Your bus booking Bangalore-Chennai on Jul 22 confirmed. Seat: 12A. Operator: VRL Travels.",0
"Bank of Maharashtra: Your savings account XX9012 mini statement. Last 5 transactions sent via SMS.",0
"Pepperfry: Your furniture order PF-5678 for Study Table dispatched. Delivery and assembly by Jul 25.",0
"ICICI Bank: Your debit card XX4567 has been successfully renewed. New card will arrive within 7 working days.",0
"Wakefit: Your mattress order WF-2345 dispatched. Delivery by Jul 23. 100-night trial period applicable.",0
"UCO Bank: Your education loan EL-56789 EMI of Rs 4500 debited. Outstanding: Rs 2,15,000.",0
"PharmEasy: Your subscription order PE-8901 dispatched. Monthly medicine delivery for Jul 2026. Amount: Rs 1200.",0
"SBI YONO: Daily limit for UPI transactions updated to Rs 100000 as per your request. Change at yono.sbi.",0
"Navi MF: Your Rs 500 investment in Navi Nifty 50 Index Fund processed. Units: 12.34 at NAV 40.52.",0
"Porter: Delivery truck booked for Jul 20. Pickup: Nehru Place. Drop: Noida Sec 62. Fare: Rs 1200.",0
"Tata AIG: Your home insurance policy TA-34567 renewed. Sum insured: Rs 50,00,000. Valid till Jul 2027.",0
"Your Kotak 811 account limit upgraded. View details at kotak.com/811. No action required from your side.",0
"Myntra End of Reason Sale live now! Up to 80% off on top brands. Shop at myntra.com. Limited period offer.",0
"ICICI Bank: Your locker annual rent of Rs 4500 debited from account XX2345 for FY2027.",0
"Spotify: Your premium plan renewed. Rs 119/month charged. Manage subscription at spotify.com/account.",0
"RBL Bank: Your credit card XX8901 payment of Rs 8000 received. Available limit: Rs 1,42,000.",0
"HDFC Mutual Fund: Your SIP installment of Rs 10000 in HDFC Mid-Cap Fund processed for Jul 2026.",0
"BigBasket Express: Your 10-minute delivery order BBE-3456 dispatched. Estimated arrival: 12:15 PM.",0
"Canara Bank: Your PPF account XX4567 annual interest credited. Balance: Rs 8,90,000.",0
"Chai Point: Your order CP-789 is ready for pickup. Location: Chai Point, DLF Cyber Hub, Gurgaon.",0
"Indigo Paints: Your home painting service scheduled for Jul 25. Painter team will arrive at 9:00 AM.",0
"SBI Card: AutoPay of Rs 5000 towards card XX3456 executed. Next autopay date: 15-Aug.",0
"Shoppers Stop: First Citizen points earned: 200. Total: 5600 points. Redeem in-store or online.",0
"PVR Cinemas: Your booking for 2 tickets confirmed. Screen 5, Row K, Seats 7-8. Show: 9:30 PM.",0
"SEBI: Your investor complaint ICM/2026/1234 acknowledged. Resolution within 30 days. Track at scores.gov.in.",0
